,NAME,B03001_001E,B03003_003E,B02001_002E,B02001_003E,B02001_005E,state,place,year
401,"Sutherlin city, Oregon",7776,304,7230,63,100,41,71650,2014
402,"Winchester Bay CDP, Oregon",313,1,302,0,0,41,83050,2014
403,"Heppner city, Oregon",1268,56,1191,0,26,41,33550,2014
404,"Garibaldi city, Oregon",805,26,787,8,0,41,28000,2014
405,"Manzanita city, Oregon",413,28,368,0,36,41,45700,2014
406,"Pacific City CDP, Oregon",905,32,868,14,0,41,56150,2014
407,"Rockaway Beach city, Oregon",1197,52,1130,1,0,41,62900,2014
408,"Tillamook city, Oregon",4957,532,4486,1,26,41,73700,2014
409,"Echo city, Oregon",690,78,625,0,0,41,22200,2014
410,"Dayton city, Oregon",2545,1029,1915,63,18,41,18250,2014
411,"Jordan Valley city, Oregon",158,5,158,0,0,41,37850,2014
412,"Vale city, Oregon",1812,412,1651,12,5,41,76600,2014
413,"Lostine city, Oregon",285,15,265,0,9,41,43900,2014
414,"Lincoln City city, Oregon",7977,1078,6805,11,275,41,42600,2014
415,"Cayuse CDP, Oregon",64,0,37,0,0,41,11900,2014
416,"St. Helens city, Oregon",13017,894,11291,15,217,41,64600,2014
417,"Vernonia city, Oregon",2052,58,1990,21,0,41,77250,2014
418,"Bonanza town, Oregon",469,56,433,0,4,41,07300,2014
419,"Coquille city, Oregon",3831,267,3474,0,9,41,15350,2014
420,"Hermiston city, Oregon",17031,5606,14895,35,138,41,33700,2014
421,"Burns city, Oregon",2753,144,2585,10,7,41,09800,2014
422,"Hood River city, Oregon",7311,1980,6674,0,160,41,34900,2014
423,"Odell CDP, Oregon",2301,1456,2143,14,0,41,54550,2014
424,"Durham city, Oregon",1327,148,1147,37,31,41,21250,2014
425,"Lake Oswego city, Oregon",37310,1502,32949,215,2494,41,40550,2014
426,"Bend city, Oregon",79698,6504,73425,446,1527,41,05800,2014
427,"Lincoln Beach CDP, Oregon",1760,365,1352,0,21,41,42550,2014
428,"Newport city, Oregon",10045,1133,8537,80,98,41,52450,2014
429,"Dunes City city, Oregon",1267,13,1184,8,4,41,21150,2014
430,"Veneta city, Oregon",4633,405,4204,9,145,41,77050,2014
431,"South Lebanon CDP, Oregon",1164,13,1164,0,0,41,68875,2014
432,"Brookings city, Oregon",6350,470,5584,0,31,41,08650,2014
433,"Harbor CDP, Oregon",1956,20,1762,2,0,41,32100,2014
434,"Adrian city, Oregon",163,46,135,0,11,41,00500,2014
435,"Merrill city, Oregon",843,440,762,0,0,41,47700,2014
436,"Pine Hollow CDP, Oregon",445,32,431,0,5,41,57875,2014
437,"Carlton city, Oregon",1850,125,1721,0,6,41,11150,2014
438,"Lexington town, Oregon",232,4,224,0,0,41,42200,2014
439,"Green CDP, Oregon",7954,633,7573,0,30,41,30750,2014
440,"Reedsport city, Oregon",4107,356,3674,0,83,41,61300,2014
441,"Roseburg city, Oregon",21858,1071,20275,122,140,41,63650,2014
442,"Beaver CDP, Oregon",202,0,202,0,0,41,05200,2014
443,"Neskowin CDP, Oregon",147,19,147,0,0,41,52000,2014
444,"Mission CDP, Oregon",934,83,164,0,2,41,49000,2014
445,"Mitchell city, Oregon",131,0,126,0,0,41,49150,2014
446,"Molalla city, Oregon",8247,757,7892,0,29,41,49450,2014
447,"Oak Grove CDP, Oregon",17202,1742,15353,352,142,41,53900,2014
448,"West Linn city, Oregon",25710,1183,23017,152,1282,41,80150,2014
449,"Alpine CDP, Oregon",136,0,126,0,0,41,01700,2014
450,"Alsea CDP, Oregon",142,8,142,0,0,41,01800,2014
451,"Bayside Gardens CDP, Oregon",750,0,709,0,12,41,04925,2014
452,"Beavercreek CDP, Oregon",4129,47,3871,8,7,41,05250,2014
453,"Annex CDP, Oregon",317,107,282,0,2,41,02200,2014
454,"Bellfountain CDP, Oregon",95,0,95,0,0,41,05700,2014
455,"Bethany CDP, Oregon",21658,1305,12377,328,7362,41,05950,2014
456,"Black Butte Ranch CDP, Oregon",262,0,262,0,0,41,06650,2014
457,"Blodgett CDP, Oregon",36,0,36,0,0,41,06950,2014
458,"Brogan CDP, Oregon",221,0,221,0,0,41,08600,2014
459,"Crabtree CDP, Oregon",319,9,319,0,0,41,16350,2014
460,"Bull Mountain CDP, Oregon",8977,323,6940,23,1208,41,09535,2014
461,"Camp Sherman CDP, Oregon",370,12,346,0,6,41,10550,2014
462,"Cascadia CDP, Oregon",110,63,95,0,0,41,11700,2014
463,"Crane CDP, Oregon",191,0,191,0,0,41,16450,2014
464,"Crawfordsville CDP, Oregon",285,0,278,0,0,41,16650,2014
465,"Moro city, Oregon",329,13,310,2,0,41,50000,2014
466,"Huntington city, Oregon",349,14,314,0,15,41,35700,2014
467,"Jacksonville city, Oregon",2816,0,2651,24,87,41,37000,2014
468,"Shady Cove city, Oregon",2936,234,2823,0,0,41,66550,2014
469,"White City CDP, Oregon",8355,2674,7330,16,25,41,81450,2014
470,"Astoria city, Oregon",9503,855,8410,131,257,41,03150,2014
471,"Cannon Beach city, Oregon",1542,170,1307,1,0,41,10850,2014
472,"Fairview city, Oregon",9094,1215,7753,430,277,41,24250,2014
473,"Maywood Park city, Oregon",894,24,770,68,17,41,46730,2014
474,"Rufus city, Oregon",234,34,207,0,0,41,64200,2014
475,"Grants Pass city, Oregon",34916,3435,32037,90,230,41,30550,2014
476,"Portland city, Oregon",602568,58078,466065,36597,45340,41,59000,2014
477,"Raleigh Hills CDP, Oregon",6197,122,5241,263,439,41,60900,2014
478,"Terrebonne CDP, Oregon",1257,0,1257,0,0,41,72800,2014
479,"Four Corners CDP, Oregon",17202,7087,12217,338,181,41,26750,2014
480,"Hubbard city, Oregon",3206,1122,2599,0,0,41,35450,2014
481,"Jefferson city, Oregon",3152,570,2712,0,44,41,37250,2014
482,"Mill City city, Oregon",1665,226,1530,0,7,41,48150,2014
483,"Butte Falls town, Oregon",438,3,404,0,0,41,10050,2014
484,"Arlington city, Oregon",563,56,558,2,0,41,02800,2014
485,"Rockcreek CDP, Oregon",9261,1117,6745,291,1262,41,63010,2014
486,"West Haven-Sylvan CDP, Oregon",7861,200,6781,76,588,41,80025,2014
487,"Halfway city, Oregon",350,4,315,0,0,41,31650,2014
488,"Lonerock city, Oregon",19,0,19,0,0,41,43400,2014
489,"Sisters city, Oregon",2227,190,2056,2,22,41,67950,2014
490,"Idanha city, Oregon",145,11,137,0,0,41,35800,2014
491,"Keizer city, Oregon",36875,7507,31719,279,514,41,38500,2014
492,"Eola CDP, Oregon",0,0,0,0,0,41,23550,2014
493,"Sandy city, Oregon",9945,746,9383,19,105,41,65250,2014
494,"Deschutes River Woods CDP, Oregon",5358,439,5239,0,25,41,19020,2014
495,"Donald city, Oregon",1068,169,938,39,0,41,20100,2014
496,"Mehama CDP, Oregon",200,0,176,0,0,41,47300,2014
497,"Sublimity city, Oregon",2764,94,2693,0,18,41,70700,2014
498,"Woodburn city, Oregon",24282,13609,17614,51,266,41,83750,2014
499,"Gaston city, Oregon",703,38,605,0,11,41,28100,2014
500,"Hillsboro city, Oregon",95765,23110,69820,1390,8402,41,34100,2014
501,"Sherwood city, Oregon",18687,1217,16569,25,796,41,67100,2014
502,"Wilsonville city, Oregon",20335,2856,17652,227,692,41,82800,2014
503,"Gresham city, Oregon",108250,20585,85306,4183,4590,41,31250,2014
504,"Haines city, Oregon",426,21,395,0,0,41,31600,2014
505,"Dallas city, Oregon",14788,647,13889,23,112,41,17700,2014
506,"Monmouth city, Oregon",9769,1081,8282,83,288,41,49550,2014
507,"Wood Village city, Oregon",3946,1287,3011,68,158,41,83950,2014
508,"Eagle Point city, Oregon",8599,441,7883,0,104,41,21550,2014
509,"Talent city, Oregon",6164,669,5775,75,64,41,72500,2014
510,"Barlow city, Oregon",170,77,152,0,0,41,04000,2014
511,"Jeffers Gardens CDP, Oregon",363,0,359,0,0,41,37202,2014
512,"Fruitdale CDP, Oregon",1057,102,954,14,0,41,27350,2014
513,"Butteville CDP, Oregon",123,21,123,0,0,41,10100,2014
514,"Gervais city, Oregon",2527,1586,1905,3,8,41,28650,2014
515,"St. Paul city, Oregon",353,68,308,0,8,41,64850,2014
516,"Turner city, Oregon",2272,176,2080,4,16,41,75150,2014
517,"Banks city, Oregon",1699,126,1546,3,21,41,03850,2014
518,"Cedar Hills CDP, Oregon",8757,1043,7395,123,344,41,12050,2014
519,"Garden Home-Whitford CDP, Oregon",6019,429,5587,55,71,41,27825,2014
520,"Cave Junction city, Oregon",2059,111,1853,104,31,41,11850,2014
521,"Kirkpatrick CDP, Oregon",147,12,84,0,4,41,39566,2014
522,"Pendleton city, Oregon",16830,1413,14548,286,200,41,57150,2014
523,"Riverside CDP, Oregon",152,22,120,0,2,41,62412,2014
524,"Tutuilla CDP, Oregon",490,31,337,0,0,41,75185,2014
525,"Ukiah city, Oregon",196,11,182,0,4,41,75550,2014
526,"Fossil city, Oregon",435,4,401,0,0,41,26650,2014
527,"Aloha CDP, Oregon",52902,12268,37106,1640,4663,41,01650,2014
528,"Cedar Mill CDP, Oregon",15482,718,12309,204,2120,41,12150,2014
529,"Cornelius city, Oregon",12068,5979,9317,96,219,41,15550,2014
530,"North Plains city, Oregon",1868,185,1691,0,6,41,53150,2014
531,"Roseburg North CDP, Oregon",6140,274,5743,0,34,41,63660,2014
532,"Glendale city, Oregon",783,66,705,0,0,41,29350,2014
533,"Beatty CDP, Oregon",39,0,0,0,0,41,05150,2014
534,"Neahkahnie CDP, Oregon",103,0,103,0,0,41,51450,2014
535,"Cloverdale CDP, Oregon",272,74,272,0,0,41,14200,2014
536,"Happy Valley city, Oregon",15693,911,11497,224,2649,41,32050,2014
537,"Jennings Lodge CDP, Oregon",7416,917,6307,161,313,41,37400,2014
538,"Bay City city, Oregon",1428,89,1363,0,34,41,04800,2014
539,"Malin city, Oregon",712,484,621,0,7,41,45400,2014
540,"Florence city, Oregon",8498,145,7984,58,122,41,26050,2014
541,"Ontario city, Oregon",11148,4479,8379,92,266,41,54900,2014
542,"Prescott city, Oregon",44,3,44,0,0,41,59750,2014
543,"Siletz city, Oregon",1684,36,1122,28,2,41,67500,2014
544,"Enterprise city, Oregon",1978,60,1926,19,0,41,23500,2014
545,"Maupin city, Oregon",503,3,468,1,0,41,46500,2014
546,"Lakeside city, Oregon",1715,80,1643,8,9,41,40650,2014
547,"Myrtle Point city, Oregon",2416,109,2186,0,16,41,51050,2014
548,"North Bend city, Oregon",9591,619,8423,28,158,41,53000,2014
549,"Eugene city, Oregon",158131,13241,135176,2362,6575,41,23850,2014
550,"Albany city, Oregon",51210,6127,45668,387,1196,41,01000,2014
551,"Rainier city, Oregon",1908,90,1725,36,22,41,60850,2014
552,"Rose Lodge CDP, Oregon",1924,10,1863,0,23,41,63800,2014
553,"Bunker Hill CDP, Oregon",909,29,800,0,39,41,09600,2014
554,"Powers city, Oregon",862,54,722,0,12,41,59600,2014
555,"Lowell city, Oregon",1138,71,1091,0,9,41,44050,2014
556,"Springfield city, Oregon",59882,7091,53383,428,828,41,69600,2014
557,"Sodaville city, Oregon",452,10,390,2,4,41,68550,2014
558,"Waterloo town, Oregon",272,45,268,0,0,41,79050,2014
559,"Wallowa city, Oregon",828,12,782,0,0,41,78150,2014
560,"Mosier city, Oregon",456,100,386,0,9,41,50050,2014
561,"Wamic CDP, Oregon",29,0,29,0,0,41,78300,2014
562,"Lafayette city, Oregon",3770,880,3429,0,10,41,40300,2014
563,"Yamhill city, Oregon",1492,21,1460,0,12,41,84250,2014
564,"Adair Village city, Oregon",881,40,784,11,20,41,00275,2014
565,"Corvallis city, Oregon",54735,4222,46811,562,4731,41,15800,2014
566,"Glide CDP, Oregon",1933,72,1646,46,0,41,29750,2014
567,"Elkton city, Oregon",224,4,206,0,0,41,22800,2014
568,"Willamina city, Oregon",1766,64,1521,0,3,41,82350,2014
569,"Gladstone city, Oregon",11668,1169,10295,170,345,41,29000,2014
570,"Canyonville city, Oregon",2276,89,1937,0,50,41,11000,2014
571,"Hebo CDP, Oregon",203,15,183,0,0,41,33100,2014
572,"Adams city, Oregon",356,12,338,0,0,41,00350,2014
573,"Warm Springs CDP, Oregon",3148,299,267,0,7,41,78600,2014
574,"Stanfield city, Oregon",2148,637,1778,0,10,41,69900,2014
575,"Sheridan city, Oregon",6081,746,5021,303,25,41,67050,2014
576,"Cove city, Oregon",604,0,564,0,0,41,16250,2014
577,"Monroe city, Oregon",746,104,643,0,0,41,49600,2014
578,"Culver city, Oregon",1755,530,1250,34,2,41,17300,2014
579,"Greenhorn city, Oregon",10,0,10,0,0,41,31050,2014
580,"John Day city, Oregon",1663,50,1594,19,4,41,37550,2014
581,"Long Creek city, Oregon",195,0,187,0,0,41,43550,2014
582,"Cottage Grove city, Oregon",9772,928,8763,2,43,41,15950,2014
583,"Creswell city, Oregon",5065,331,4689,0,43,41,16950,2014
584,"Junction City city, Oregon",5566,431,5217,19,20,41,38000,2014
585,"Westfir city, Oregon",273,6,256,0,0,41,79950,2014
586,"Halsey city, Oregon",1114,124,1023,0,0,41,31750,2014
587,"Aumsville city, Oregon",3740,293,3497,0,25,41,03250,2014
588,"Brooks CDP, Oregon",997,165,761,0,0,41,08750,2014
589,"Unity city, Oregon",49,3,48,0,0,41,76250,2014
590,"Detroit city, Oregon",151,15,133,0,0,41,19100,2014
591,"Marion CDP, Oregon",175,0,175,0,0,41,45900,2014
592,"Richland city, Oregon",129,0,116,0,0,41,61700,2014
593,"Gold Hill city, Oregon",1054,36,1001,3,3,41,29950,2014
594,"Oatfield CDP, Oregon",13618,588,12703,95,193,41,54325,2014
595,"Silverton city, Oregon",9342,543,8631,5,201,41,67650,2014
596,"Oak Hills CDP, Oregon",11946,644,8462,187,2346,41,53988,2014
597,"Tigard city, Oregon",49633,5586,41354,678,3146,41,73650,2014
598,"Damascus city, Oregon",10711,424,9731,43,445,41,17800,2014
599,"La Pine city, Oregon",1714,114,1597,0,30,41,41050,2014
600,"The Dalles city, Oregon",15068,2573,13551,68,110,41,72950,2014
601,"Silver Lake CDP, Oregon",50,0,50,0,0,41,67600,2014
602,"Stafford CDP, Oregon",2073,296,1840,0,155,41,69800,2014
603,"Summit CDP, Oregon",90,0,55,0,0,41,70870,2014
604,"Sunriver CDP, Oregon",1008,0,972,0,0,41,71250,2014
605,"Takilma CDP, Oregon",266,0,266,0,0,41,72400,2014
606,"Tetherow CDP, Oregon",84,0,84,0,0,41,72820,2014
607,"Trail CDP, Oregon",430,37,430,0,0,41,74400,2014
608,"Tumalo CDP, Oregon",387,0,387,0,0,41,75050,2014
609,"Tualatin city, Oregon",26604,4912,23585,425,594,41,74950,2014
610,"Phoenix city, Oregon",4465,433,3978,19,13,41,57500,2014
611,"Rogue River city, Oregon",2173,221,1929,7,38,41,63450,2014
612,"Seaside city, Oregon",6481,820,5739,6,44,41,65950,2014
613,"Lyons city, Oregon",1083,26,1066,3,0,41,44300,2014
614,"Columbia City city, Oregon",2351,79,2310,0,9,41,14750,2014
615,"Antelope city, Oregon",8,0,8,0,0,41,02250,2014
616,"Shaniko city, Oregon",7,0,7,0,0,41,66700,2014
617,"Metolius city, Oregon",862,299,618,8,2,41,47750,2014
618,"Rowena CDP, Oregon",195,7,189,0,0,41,63950,2014
619,"Yoncalla city, Oregon",1117,69,1050,0,0,41,84600,2014
620,"Altamont CDP, Oregon",19278,2507,17202,140,195,41,01850,2014
621,"Summerville town, Oregon",78,0,73,0,0,41,70850,2014
622,"Ione city, Oregon",296,16,287,0,0,41,36400,2014
623,"Scappoose city, Oregon",6778,285,6319,0,121,41,65500,2014
624,"Millersburg city, Oregon",1771,386,1471,0,9,41,48300,2014
625,"Dayville town, Oregon",146,0,140,0,0,41,18300,2014
626,"Boardman city, Oregon",3305,2241,2639,0,0,41,07200,2014
627,"Condon city, Oregon",606,12,592,9,0,41,15000,2014
628,"Salem city, Oregon",157967,33641,124751,2164,4691,41,64900,2014
629,"Mount Angel city, Oregon",3389,930,2947,15,19,41,50150,2014
630,"Rivergrove city, Oregon",322,18,259,0,26,41,62250,2014
631,"Independence city, Oregon",8654,2902,7148,31,142,41,36150,2014
632,"Gearhart city, Oregon",1592,70,1501,18,16,41,28450,2014
633,"Prairie City city, Oregon",887,10,864,0,0,41,59650,2014
634,"McMinnville city, Oregon",32839,7162,27570,622,650,41,45000,2014
635,"Madras city, Oregon",6419,2376,4420,33,131,41,45250,2014
636,"Dundee city, Oregon",3181,536,2740,7,64,41,21050,2014
637,"Island City city, Oregon",1028,27,997,0,0,41,36750,2014
638,"Union city, Oregon",1795,37,1696,7,16,41,75850,2014
639,"Oakland city, Oregon",732,12,723,0,0,41,54000,2014
640,"Pilot Rock city, Oregon",1607,53,1447,0,0,41,57650,2014
641,"Riddle city, Oregon",1128,63,1001,0,0,41,61850,2014
642,"Tri-City CDP, Oregon",3737,371,3256,0,61,41,74650,2014
643,"Milton-Freewater city, Oregon",7094,3883,6005,20,85,41,48600,2014
644,"Weston city, Oregon",631,41,577,0,24,41,80350,2014
645,"Johnson City city, Oregon",573,108,519,7,37,41,37650,2014
646,"Toledo city, Oregon",3449,200,3183,0,0,41,74000,2014
647,"Waldport city, Oregon",1922,57,1771,7,22,41,78000,2014
648,"Yachats city, Oregon",743,103,597,8,0,41,84200,2014
649,"Bandon city, Oregon",3055,46,2948,43,24,41,03800,2014
650,"Oakridge city, Oregon",3205,50,3098,0,0,41,54100,2014
651,"Dufur city, Oregon",532,2,515,0,0,41,20900,2014
652,"Newberg city, Oregon",22451,3302,19645,141,364,41,52100,2014
653,"Chiloquin city, Oregon",780,8,253,10,7,41,13050,2014
654,"Elgin city, Oregon",1699,68,1577,0,0,41,22550,2014
655,"Seneca city, Oregon",148,9,146,0,0,41,66200,2014
656,"Canby city, Oregon",16821,3494,15222,0,372,41,10750,2014
657,"Prineville city, Oregon",9184,881,8324,92,25,41,59850,2014
658,"Irrigon city, Oregon",2065,732,1801,0,0,41,36500,2014
659,"Cape Meares CDP, Oregon",136,0,136,0,0,41,11050,2014
660,"Netarts CDP, Oregon",934,89,876,0,20,41,52050,2014
661,"Pine Grove CDP, Oregon",76,0,76,0,0,41,57850,2014
662,"Lebanon city, Oregon",15761,434,14767,132,26,41,41650,2014
663,"Joseph city, Oregon",1000,74,869,9,16,41,37900,2014
664,"Chenoweth CDP, Oregon",1601,288,1491,46,16,41,12800,2014
665,"Philomath city, Oregon",4577,453,4238,48,65,41,57450,2014
666,"Lakeview town, Oregon",2796,143,2609,24,43,41,40700,2014
667,"Paisley city, Oregon",254,1,249,0,5,41,56250,2014
668,"La Grande city, Oregon",13090,423,12058,135,168,41,40350,2014
669,"Canyon City town, Oregon",800,29,753,5,1,41,10950,2014
670,"Granite city, Oregon",20,0,19,0,0,41,30500,2014
671,"Monument city, Oregon",120,0,110,2,2,41,49750,2014
672,"Umapine CDP, Oregon",270,23,270,0,0,41,75600,2014
673,"Wallowa Lake CDP, Oregon",82,0,82,0,0,41,78160,2014
674,"Warren CDP, Oregon",1949,71,1919,0,9,41,78800,2014
675,"Westport CDP, Oregon",283,5,278,0,0,41,80400,2014
676,"West Scio CDP, Oregon",109,66,109,0,0,41,80750,2014
677,"Williams CDP, Oregon",1142,124,1059,24,0,41,82450,2014
678,"Wimer CDP, Oregon",534,16,533,0,0,41,82850,2014
679,"Days Creek CDP, Oregon",324,55,319,0,0,41,18150,2014
680,"Deer Island CDP, Oregon",421,0,395,0,0,41,18450,2014
681,"Dillard CDP, Oregon",392,46,392,0,0,41,19600,2014
682,"Eagle Crest CDP, Oregon",1436,20,1379,0,0,41,21450,2014
683,"Fair Oaks CDP, Oregon",275,0,275,0,0,41,24100,2014
684,"Foots Creek CDP, Oregon",708,19,656,0,0,41,26165,2014
685,"Fort Hill CDP, Oregon",142,2,139,0,0,41,26400,2014
686,"Gardiner CDP, Oregon",195,0,176,0,0,41,27850,2014
687,"Glasgow CDP, Oregon",957,26,587,0,36,41,29100,2014
688,"Government Camp CDP, Oregon",81,0,81,0,0,41,30250,2014
689,"Harper CDP, Oregon",109,0,108,0,0,41,32400,2014
690,"Holley CDP, Oregon",331,0,331,0,0,41,34650,2014
691,"Idaville CDP, Oregon",461,37,381,0,0,41,35850,2014
692,"Juntura CDP, Oregon",41,0,38,0,0,41,38150,2014
693,"Kerby CDP, Oregon",311,0,311,0,0,41,38900,2014
694,"Kings Valley CDP, Oregon",57,0,21,0,0,41,39350,2014
695,"Lacomb CDP, Oregon",557,15,525,0,0,41,40150,2014
696,"Langlois CDP, Oregon",237,20,237,0,0,41,40950,2014
697,"Lookingglass CDP, Oregon",1018,0,1018,0,0,41,43650,2014
698,"Melrose CDP, Oregon",749,11,711,0,11,41,47350,2014
699,"Stayton city, Oregon",7719,1406,6655,39,24,41,70200,2014
700,"Coburg city, Oregon",1021,50,905,16,30,41,14400,2014
701,"Brownsville city, Oregon",1474,50,1397,16,6,41,09050,2014
702,"Aurora city, Oregon",998,96,963,0,0,41,03300,2014
703,"Wasco city, Oregon",458,34,433,2,0,41,78950,2014
704,"Tangent city, Oregon",1097,200,1002,10,0,41,72600,2014
705,"Forest Grove city, Oregon",22070,4925,18292,118,586,41,26200,2014
706,"Hayesville CDP, Oregon",18611,7852,12798,363,774,41,32850,2014
707,"Parkdale CDP, Oregon",286,238,257,0,29,41,56500,2014
708,"Medford city, Oregon",76648,10242,69360,670,1000,41,47000,2014
709,"Imbler city, Oregon",277,9,252,0,0,41,36050,2014
710,"Tygh Valley CDP, Oregon",165,0,157,5,0,41,75500,2014
711,"Amity city, Oregon",1568,267,1339,0,9,41,02000,2014
712,"Klamath Falls city, Oregon",21165,2512,18006,311,339,41,39700,2014
713,"Port Orford city, Oregon",1263,52,1245,0,3,41,59250,2014
714,"Nyssa city, Oregon",3221,2075,2784,48,13,41,53750,2014
715,"Mount Vernon city, Oregon",629,11,597,0,0,41,50250,2014
716,"North Powder city, Oregon",526,39,463,0,5,41,53300,2014
717,"Winston city, Oregon",5356,406,5028,0,111,41,83400,2014
718,"Clatskanie city, Oregon",1949,248,1756,0,0,41,13750,2014
719,"Depoe Bay city, Oregon",1622,102,1545,0,22,41,18850,2014
720,"Barview CDP, Oregon",1698,38,1610,23,19,41,04400,2014
721,"Coos Bay city, Oregon",16022,1537,13524,452,373,41,15250,2014
722,"Harrisburg city, Oregon",3618,304,3367,0,0,41,32550,2014
723,"Scio city, Oregon",901,6,886,8,0,41,65650,2014
724,"Sweet Home city, Oregon",9042,274,8703,14,41,41,71950,2014
725,"Gold Beach city, Oregon",2263,60,2095,0,55,41,29900,2014
726,"Warrenton city, Oregon",5089,387,4653,19,50,41,78900,2014
727,"Troutdale city, Oregon",16339,1561,13116,452,1401,41,74850,2014
728,"Umatilla city, Oregon",6998,2537,5818,117,63,41,75650,2014
729,"Redmond city, Oregon",27002,3543,25048,138,233,41,61200,2014
730,"Three Rivers CDP, Oregon",3981,120,3816,16,0,41,73225,2014
731,"Gates city, Oregon",580,0,554,0,2,41,28200,2014
732,"Labish Village CDP, Oregon",172,147,147,0,0,41,40050,2014
733,"Scotts Mills city, Oregon",457,46,403,0,0,41,65800,2014
734,"King City city, Oregon",3351,127,3183,0,70,41,39150,2014
735,"Grand Ronde CDP, Oregon",1516,137,891,0,15,41,30300,2014
736,"Metzger CDP, Oregon",3541,349,2945,68,202,41,47800,2014
737,"West Slope CDP, Oregon",7240,370,5944,424,219,41,80900,2014
738,"Falls City city, Oregon",916,21,808,0,2,41,24550,2014
739,"Central Point city, Oregon",17443,1556,16143,61,53,41,12400,2014
740,"Cascade Locks city, Oregon",1108,21,1001,0,6,41,11600,2014
741,"Milwaukie city, Oregon",20449,1121,17669,594,783,41,48650,2014
742,"Biggs Junction CDP, Oregon",33,0,33,0,0,41,06400,2014
743,"Estacada city, Oregon",2860,345,2636,0,52,41,23800,2014
744,"Mount Hood Village CDP, Oregon",5417,336,5327,0,20,41,50235,2014
745,"Oregon City city, Oregon",33834,3115,30738,239,583,41,55200,2014
746,"Ashland city, Oregon",20412,874,18573,445,452,41,03050,2014
747,"Redwood CDP, Oregon",2661,86,2616,0,13,41,61250,2014
748,"Baker City city, Oregon",9774,297,9236,8,74,41,03650,2014
749,"Sumpter city, Oregon",171,0,162,0,0,41,71000,2014
750,"Grass Valley city, Oregon",164,16,156,2,1,41,30650,2014
