,NAME,B19013_001E,state,place,year
14418,"Columbus city, Texas",54713,48,16168,2021
14419,"Comanche city, Texas",44973,48,16192,2021
14420,"Combes town, Texas",35612,48,16204,2021
14421,"Combine city, Texas",82341,48,16216,2021
14422,"Comfort CDP, Texas",57745,48,16228,2021
14423,"Commerce city, Texas",37684,48,16240,2021
14424,"Como town, Texas",65417,48,16252,2021
14425,"Concepcion CDP, Texas",-666666666,48,16300,2021
14426,"Conroe city, Texas",67863,48,16432,2021
14427,"Converse city, Texas",77411,48,16468,2021
14428,"Cool city, Texas",50625,48,16540,2021
14429,"Coolidge town, Texas",42596,48,16552,2021
14430,"Cooper city, Texas",40650,48,16564,2021
14431,"Coppell city, Texas",130805,48,16612,2021
14432,"Copperas Cove city, Texas",59441,48,16624,2021
14433,"Copper Canyon town, Texas",128073,48,16636,2021
14434,"Corinth city, Texas",109922,48,16696,2021
14435,"Corpus Christi city, Texas",59993,48,17000,2021
14436,"Corrigan town, Texas",39542,48,17036,2021
14437,"Corsicana city, Texas",45121,48,17060,2021
14438,"Cottonwood city, Texas",113750,48,17200,2021
14439,"Cottonwood Shores city, Texas",44871,48,17208,2021
14440,"Cotulla city, Texas",63440,48,17216,2021
14441,"Country Acres CDP, Texas",-666666666,48,17236,2021
14442,"Coupland city, Texas",75000,48,17312,2021
14443,"Cove city, Texas",110179,48,17336,2021
14444,"Covington city, Texas",45750,48,17372,2021
14445,"Coyanosa CDP, Texas",55809,48,17408,2021
14446,"Coyote Acres CDP, Texas",83750,48,17426,2021
14447,"Coyote Flats city, Texas",53393,48,17429,2021
14448,"Crandall city, Texas",93558,48,17504,2021
14449,"Crane city, Texas",76983,48,17516,2021
14450,"Cranfills Gap city, Texas",41563,48,17540,2021
14451,"Crawford town, Texas",54911,48,17564,2021
14452,"Creedmoor city, Texas",51250,48,17612,2021
14453,"Cresson city, Texas",68981,48,17648,2021
14454,"Crockett city, Texas",30875,48,17744,2021
14455,"Crosby CDP, Texas",31977,48,17756,2021
14456,"Crosbyton city, Texas",43480,48,17768,2021
14457,"Cross Mountain CDP, Texas",171625,48,17811,2021
14458,"Cross Plains town, Texas",42434,48,17816,2021
14459,"Cross Roads town, Texas",140833,48,17852,2021
14460,"Cross Timber town, Texas",46250,48,17917,2021
14461,"Crowell city, Texas",29167,48,17948,2021
14462,"Crowley city, Texas",81167,48,17960,2021
14463,"Crystal City city, Texas",44328,48,18020,2021
14464,"Cuero city, Texas",48247,48,18092,2021
14465,"Cuevitas CDP, Texas",-666666666,48,18104,2021
14466,"Cumby city, Texas",56927,48,18128,2021
14467,"Cumings CDP, Texas",114646,48,18134,2021
14468,"Cuney town, Texas",-666666666,48,18152,2021
14469,"Cushing city, Texas",67688,48,18224,2021
14470,"Cut and Shoot city, Texas",63631,48,18260,2021
14471,"Daingerfield city, Texas",34926,48,18464,2021
14472,"Daisetta city, Texas",55607,48,18476,2021
14473,"Dalhart city, Texas",61819,48,18524,2021
14474,"Dallas city, Texas",58231,48,19000,2021
14475,"Dalworthington Gardens city, Texas",115875,48,19084,2021
14476,"Damon CDP, Texas",25865,48,19108,2021
14477,"Danbury city, Texas",76136,48,19120,2021
14478,"Darrouzett town, Texas",51250,48,19288,2021
14479,"Dawson town, Texas",46389,48,19420,2021
14480,"Dayton city, Texas",51717,48,19432,2021
14481,"Dayton Lakes city, Texas",14500,48,19435,2021
14482,"Dean city, Texas",47125,48,19456,2021
14483,"Deanville CDP, Texas",-666666666,48,19492,2021
14484,"Decatur city, Texas",66034,48,19528,2021
14485,"DeCordova city, Texas",106642,48,19570,2021
14486,"Deer Park city, Texas",81558,48,19624,2021
14487,"Deerwood CDP, Texas",53271,48,19632,2021
14488,"De Kalb city, Texas",35958,48,19648,2021
14489,"De Leon city, Texas",34276,48,19672,2021
14490,"Dell City city, Texas",35104,48,19708,2021
14491,"Del Mar Heights CDP, Texas",-666666666,48,19714,2021
14492,"Delmita CDP, Texas",-666666666,48,19732,2021
14493,"Del Rio city, Texas",49243,48,19792,2021
14494,"Del Sol CDP, Texas",-666666666,48,19808,2021
14495,"Denison city, Texas",52784,48,19900,2021
14496,"Dennis CDP, Texas",214500,48,19924,2021
14497,"Denton city, Texas",65168,48,19972,2021
14498,"Denver City town, Texas",72891,48,19984,2021
14499,"Deport city, Texas",42321,48,20020,2021
14500,"DeSoto city, Texas",79570,48,20092,2021
14501,"Detroit town, Texas",33750,48,20128,2021
14502,"Devers city, Texas",58750,48,20140,2021
14503,"Devine city, Texas",33478,48,20152,2021
14504,"Deweyville CDP, Texas",25450,48,20212,2021
14505,"D'Hanis CDP, Texas",46917,48,20248,2021
14506,"Diboll city, Texas",52717,48,20308,2021
14507,"Dickens city, Texas",38625,48,20332,2021
14508,"Dickinson city, Texas",77311,48,20344,2021
14509,"Dilley city, Texas",50278,48,20428,2021
14510,"Dime Box CDP, Texas",130903,48,20452,2021
14511,"Dimmitt city, Texas",55262,48,20464,2021
14512,"DISH town, Texas",123676,48,20540,2021
14513,"Dodd City town, Texas",79063,48,20680,2021
14514,"Dodson town, Texas",36786,48,20716,2021
14515,"Doffing CDP, Texas",26811,48,20734,2021
14516,"Domino town, Texas",24688,48,20848,2021
14517,"Donna city, Texas",29680,48,20884,2021
14518,"Doolittle CDP, Texas",32165,48,20926,2021
14519,"Dorchester city, Texas",121250,48,20932,2021
14520,"Double Oak town, Texas",172000,48,21028,2021
14521,"Douglassville town, Texas",31477,48,21112,2021
14522,"Draper town, Texas",-666666666,48,21310,2021
14523,"Driftwood CDP, Texas",89107,48,21412,2021
14524,"Dripping Springs city, Texas",111429,48,21424,2021
14525,"Driscoll city, Texas",32826,48,21436,2021
14526,"Dublin city, Texas",45664,48,21484,2021
14527,"Dumas city, Texas",58810,48,21556,2021
14528,"Duncanville city, Texas",60666,48,21628,2021
14529,"Eagle Lake city, Texas",43689,48,21844,2021
14530,"Eagle Pass city, Texas",45938,48,21892,2021
14531,"Early city, Texas",56554,48,21904,2021
14532,"Earth city, Texas",39293,48,21928,2021
14533,"East Alto Bonito CDP, Texas",29432,48,21958,2021
14534,"East Bernard city, Texas",70323,48,21988,2021
14535,"East Columbia CDP, Texas",-666666666,48,22000,2021
14536,"Eastland city, Texas",41623,48,22132,2021
14537,"East Mountain city, Texas",74583,48,22168,2021
14538,"Easton city, Texas",30368,48,22192,2021
14539,"East Tawakoni city, Texas",46667,48,22276,2021
14540,"Ector city, Texas",54167,48,22516,2021
14541,"Edcouch city, Texas",38019,48,22528,2021
14542,"Eden city, Texas",32436,48,22552,2021
14543,"Edgecliff Village town, Texas",75719,48,22588,2021
14544,"Edgewater Estates CDP, Texas",-666666666,48,22593,2021
14545,"Edgewood town, Texas",66875,48,22612,2021
14546,"Edinburg city, Texas",52773,48,22660,2021
14547,"Edmonson town, Texas",45357,48,22708,2021
14548,"Edna city, Texas",58333,48,22720,2021
14549,"Edom city, Texas",83269,48,22744,2021
14550,"Edroy CDP, Texas",-666666666,48,22768,2021
14551,"Eidson Road CDP, Texas",30464,48,22810,2021
14552,"Elbert CDP, Texas",-666666666,48,22840,2021
14553,"El Brazil CDP, Texas",-666666666,48,22853,2021
14554,"El Camino Angosto CDP, Texas",-666666666,48,22858,2021
14555,"El Campo city, Texas",53006,48,22864,2021
14556,"El Castillo CDP, Texas",-666666666,48,22892,2021
14557,"El Cenizo CDP, Texas",-666666666,48,22898,2021
14558,"El Cenizo city, Texas",24286,48,22905,2021
14559,"El Chaparral CDP, Texas",-666666666,48,22920,2021
14560,"Eldorado city, Texas",46140,48,22960,2021
14561,"Electra city, Texas",37083,48,22984,2021
14562,"Elgin city, Texas",78169,48,23044,2021
14563,"Elias-Fela Solis CDP, Texas",-666666666,48,23062,2021
14564,"El Indio CDP, Texas",-666666666,48,23080,2021
14565,"Elkhart town, Texas",49032,48,23140,2021
14566,"El Lago city, Texas",95417,48,23164,2021
14567,"Ellinger city, Texas",58942,48,23176,2021
14568,"Elm Creek CDP, Texas",90568,48,23254,2021
14569,"Elmendorf city, Texas",56953,48,23272,2021
14570,"El Mesquite CDP, Texas",-666666666,48,23278,2021
14571,"Elmo CDP, Texas",-666666666,48,23356,2021
14572,"E. Lopez CDP, Texas",-666666666,48,23398,2021
14573,"El Paso city, Texas",51325,48,24000,2021
14574,"El Quiote CDP, Texas",11276,48,24013,2021
14575,"El Rancho Vela CDP, Texas",-666666666,48,24015,2021
14576,"El Refugio CDP, Texas",45016,48,24018,2021
14577,"Elsa city, Texas",47196,48,24036,2021
14578,"El Socio CDP, Texas",-666666666,48,24055,2021
14579,"Emerald Bay CDP, Texas",79181,48,24158,2021
14580,"Emhouse town, Texas",38125,48,24168,2021
14581,"Emory city, Texas",45833,48,24216,2021
14582,"Encantada-Ranchito-El Calaboz CDP, Texas",38755,48,24223,2021
14583,"Enchanted Oaks town, Texas",66250,48,24228,2021
14584,"Encinal city, Texas",44528,48,24240,2021
14585,"Encino CDP, Texas",-666666666,48,24252,2021
14586,"Ennis city, Texas",61471,48,24348,2021
14587,"Escobares city, Texas",28203,48,24552,2021
14588,"Estelline town, Texas",21000,48,24636,2021
14589,"Eugenio Saenz CDP, Texas",25938,48,24738,2021
14590,"Euless city, Texas",69912,48,24768,2021
14591,"Eureka city, Texas",50833,48,24816,2021
14592,"Eustace city, Texas",45398,48,24828,2021
14593,"Evadale CDP, Texas",89779,48,24840,2021
14594,"Evant town, Texas",37375,48,24864,2021
14595,"Evergreen CDP, Texas",-666666666,48,24894,2021
14596,"Everman city, Texas",45581,48,24912,2021
14597,"Fabens CDP, Texas",29892,48,25032,2021
14598,"Fabrica CDP, Texas",34486,48,25038,2021
14599,"Fairchilds village, Texas",54808,48,25068,2021
14600,"Fairfield city, Texas",56667,48,25104,2021
14601,"Fair Oaks Ranch city, Texas",127917,48,25168,2021
14602,"Fairview town, Texas",92326,48,25224,2021
14603,"Falconaire CDP, Texas",-666666666,48,25338,2021
14604,"Falcon Heights CDP, Texas",-666666666,48,25344,2021
14605,"Falcon Lake Estates CDP, Texas",74071,48,25348,2021
14606,"Falcon Mesa CDP, Texas",-666666666,48,25352,2021
14607,"Falcon Village CDP, Texas",-666666666,48,25356,2021
14608,"Falfurrias city, Texas",27419,48,25368,2021
14609,"Falls City city, Texas",61607,48,25392,2021
14610,"Falman CDP, Texas",-666666666,48,25397,2021
14611,"Fannett CDP, Texas",87938,48,25404,2021
14612,"Farmers Branch city, Texas",77306,48,25452,2021
14613,"Farmersville city, Texas",-666666666,48,25488,2021
14614,"Farnsworth CDP, Texas",-666666666,48,25512,2021
14615,"Farwell city, Texas",50833,48,25548,2021
14616,"Fate city, Texas",114280,48,25572,2021
14617,"Fayetteville city, Texas",54231,48,25644,2021
14618,"Fernando Salinas CDP, Texas",-666666666,48,25744,2021
14619,"Ferris city, Texas",64725,48,25752,2021
14620,"Fifth Street CDP, Texas",35489,48,25795,2021
14621,"Flat CDP, Texas",-666666666,48,26004,2021
14622,"Flatonia town, Texas",74688,48,26028,2021
14623,"Flor del Rio CDP, Texas",-666666666,48,26130,2021
14624,"Florence city, Texas",40000,48,26136,2021
14625,"Floresville city, Texas",45769,48,26160,2021
14626,"Flowella CDP, Texas",-666666666,48,26220,2021
14627,"Flower Mound town, Texas",145153,48,26232,2021
14628,"Floydada city, Texas",45273,48,26268,2021
14629,"Fluvanna CDP, Texas",-666666666,48,26280,2021
14630,"Follett city, Texas",71875,48,26328,2021
14631,"Forest Heights CDP, Texas",38036,48,26516,2021
14632,"Forest Hill city, Texas",50100,48,26544,2021
14633,"Forney city, Texas",93803,48,26604,2021
14634,"Forsan city, Texas",80913,48,26640,2021
14635,"Fort Bliss CDP, Texas",55722,48,26664,2021
14636,"Fort Clark Springs CDP, Texas",64176,48,26680,2021
14637,"Fort Davis CDP, Texas",24911,48,26688,2021
14638,"Fort Hancock CDP, Texas",30994,48,26724,2021
14639,"Fort Hood CDP, Texas",48777,48,26736,2021
14640,"Fort Stockton city, Texas",54850,48,26808,2021
14641,"Fort Worth city, Texas",67927,48,27000,2021
14642,"Four Corners CDP, Texas",63537,48,27102,2021
14643,"Four Points CDP, Texas",-666666666,48,27124,2021
14644,"Fowlerton CDP, Texas",-666666666,48,27144,2021
14645,"Franklin city, Texas",48625,48,27288,2021
14646,"Frankston town, Texas",53750,48,27300,2021
14647,"Fredericksburg city, Texas",54771,48,27348,2021
14648,"Freeport city, Texas",46071,48,27420,2021
14649,"Freer city, Texas",62119,48,27432,2021
14650,"Fresno CDP, Texas",80362,48,27540,2021
14651,"Friendswood city, Texas",114516,48,27648,2021
14652,"Friona city, Texas",63462,48,27660,2021
14653,"Frisco city, Texas",134210,48,27684,2021
14654,"Fritch city, Texas",66250,48,27696,2021
14655,"Fronton CDP, Texas",47750,48,27744,2021
14656,"Fronton Ranchettes CDP, Texas",26842,48,27748,2021
14657,"Frost city, Texas",59167,48,27768,2021
14658,"Fruitvale city, Texas",45625,48,27804,2021
14659,"Fulshear city, Texas",170236,48,27876,2021
14660,"Fulton town, Texas",42024,48,27888,2021
14661,"Gail CDP, Texas",49167,48,27972,2021
14662,"Gainesville city, Texas",47164,48,27984,2021
14663,"Galena Park city, Texas",45518,48,27996,2021
14664,"Gallatin city, Texas",69125,48,28008,2021
14665,"Galveston city, Texas",52899,48,28068,2021
14666,"Ganado city, Texas",49675,48,28080,2021
14667,"Garceno CDP, Texas",38618,48,28128,2021
14668,"Garciasville CDP, Texas",-666666666,48,28152,2021
14669,"Garden City CDP, Texas",81094,48,28176,2021
14670,"Gardendale CDP, Texas",87365,48,28200,2021
14671,"Garden Ridge city, Texas",141622,48,28248,2021
14672,"Garfield CDP, Texas",55408,48,28320,2021
14673,"Garland city, Texas",65278,48,29000,2021
14674,"Garner CDP, Texas",89750,48,29012,2021
14675,"Garrett town, Texas",53125,48,29036,2021
14676,"Garrison city, Texas",42524,48,29060,2021
14677,"Garwood CDP, Texas",41250,48,29096,2021
14678,"Gary City town, Texas",33906,48,29108,2021
14679,"Garza-Salinas II CDP, Texas",-666666666,48,29114,2021
14680,"Gatesville city, Texas",47480,48,29168,2021
14681,"Gause CDP, Texas",21799,48,29216,2021
14682,"Georgetown city, Texas",80416,48,29336,2021
14683,"George West city, Texas",37250,48,29348,2021
14684,"Geronimo CDP, Texas",58806,48,29384,2021
14685,"Gholson city, Texas",54821,48,29408,2021
14686,"Giddings city, Texas",55427,48,29432,2021
14687,"Gilmer city, Texas",38240,48,29564,2021
14688,"Girard CDP, Texas",118750,48,29612,2021
14689,"Gladewater city, Texas",43750,48,29660,2021
14690,"Glazier CDP, Texas",-666666666,48,29732,2021
14691,"Glenn Heights city, Texas",81202,48,29840,2021
14692,"Glen Rose city, Texas",69375,48,29876,2021
14693,"Glidden CDP, Texas",54474,48,29912,2021
14694,"Godley city, Texas",71250,48,29972,2021
14695,"Goldsmith city, Texas",76250,48,30044,2021
14696,"Goldthwaite city, Texas",46615,48,30056,2021
14697,"Goliad city, Texas",36047,48,30080,2021
14698,"Golinda city, Texas",58036,48,30092,2021
14699,"Gonzales city, Texas",47694,48,30116,2021
14700,"Goodlow city, Texas",-666666666,48,30188,2021
14701,"Goodrich city, Texas",36875,48,30224,2021
14702,"Gordon city, Texas",64375,48,30272,2021
14703,"Goree city, Texas",31500,48,30296,2021
14704,"Gorman city, Texas",22880,48,30308,2021
14705,"Graford city, Texas",42813,48,30380,2021
14706,"Graham city, Texas",47307,48,30392,2021
14707,"Granbury city, Texas",52956,48,30416,2021
14708,"Grandfalls town, Texas",50833,48,30440,2021
14709,"Grand Prairie city, Texas",73352,48,30464,2021
14710,"Grand Saline city, Texas",45563,48,30476,2021
14711,"Grandview city, Texas",63906,48,30512,2021
14712,"Granger city, Texas",49205,48,30548,2021
14713,"Grangerland CDP, Texas",68036,48,30560,2021
14714,"Granite Shoals city, Texas",59595,48,30584,2021
14715,"Granjeno city, Texas",28750,48,30608,2021
14716,"Grape Creek CDP, Texas",45698,48,30629,2021
14717,"Grapeland city, Texas",34643,48,30632,2021
14718,"Grapevine city, Texas",99667,48,30644,2021
14719,"Grays Prairie village, Texas",85625,48,30752,2021
14720,"Green Valley Farms CDP, Texas",-666666666,48,30890,2021
14721,"Greenville city, Texas",50496,48,30920,2021
14722,"Gregory city, Texas",35761,48,31064,2021
14723,"Grey Forest city, Texas",110417,48,31100,2021
14724,"Groesbeck city, Texas",43750,48,31280,2021
14725,"Groom town, Texas",49231,48,31292,2021
14726,"Groves city, Texas",60880,48,31328,2021
14727,"Groveton city, Texas",35317,48,31340,2021
14728,"Gruver city, Texas",50804,48,31412,2021
14729,"Guadalupe Guerra CDP, Texas",-666666666,48,31442,2021
14730,"Guerra CDP, Texas",-666666666,48,31484,2021
14731,"Gun Barrel City city, Texas",55493,48,31592,2021
14732,"Gunter city, Texas",98000,48,31616,2021
14733,"Gustine town, Texas",48000,48,31628,2021
14734,"Guthrie CDP, Texas",52917,48,31640,2021
14735,"Gutierrez CDP, Texas",-666666666,48,31646,2021
14736,"Hackberry town, Texas",109125,48,31715,2021
14737,"Hale Center city, Texas",40000,48,31820,2021
14738,"Hallettsville city, Texas",44000,48,31868,2021
14739,"Hallsburg city, Texas",51964,48,31880,2021
14740,"Hallsville city, Texas",73925,48,31904,2021
14741,"Haltom City city, Texas",54099,48,31928,2021
14742,"Hamilton city, Texas",38698,48,31952,2021
14743,"Hamlin city, Texas",57917,48,31964,2021
14744,"Hamshire CDP, Texas",108152,48,32012,2021
14745,"Happy town, Texas",41750,48,32156,2021
14746,"Hardin city, Texas",46607,48,32240,2021
14747,"Harding Gill Tract CDP, Texas",-666666666,48,32246,2021
14748,"Hargill CDP, Texas",16545,48,32300,2021
14749,"Harker Heights city, Texas",73775,48,32312,2021
14750,"Harlingen city, Texas",46507,48,32372,2021
14751,"Harper CDP, Texas",58571,48,32456,2021
14752,"Harrold CDP, Texas",72917,48,32552,2021
14753,"Hart city, Texas",40455,48,32576,2021
14754,"Hartley CDP, Texas",43281,48,32612,2021
14755,"Harwood town, Texas",-666666666,48,32684,2021
14756,"Haskell city, Texas",53651,48,32696,2021
14757,"Haslet city, Texas",156250,48,32720,2021
14758,"Havana CDP, Texas",-666666666,48,32792,2021
14759,"Hawk Cove city, Texas",39861,48,32810,2021
14760,"Hawkins city, Texas",62381,48,32816,2021
14761,"Hawley city, Texas",45875,48,32840,2021
14762,"Hays city, Texas",55000,48,32906,2021
14763,"H. Cuellar Estates CDP, Texas",-666666666,48,32910,2021
14764,"Hearne city, Texas",28869,48,32972,2021
14765,"Heartland CDP, Texas",74890,48,32978,2021
14766,"Heath city, Texas",193767,48,32984,2021
14767,"Hebbronville CDP, Texas",36791,48,33008,2021
14768,"Hebron town, Texas",187750,48,33020,2021
14769,"Hedley city, Texas",44583,48,33044,2021
14770,"Hedwig Village city, Texas",166250,48,33068,2021
14771,"Heidelberg CDP, Texas",28764,48,33092,2021
14772,"Helotes city, Texas",115236,48,33146,2021
14773,"Hemphill city, Texas",32759,48,33188,2021
14774,"Hempstead city, Texas",37043,48,33200,2021
14775,"Henderson city, Texas",58277,48,33212,2021
14776,"Henrietta city, Texas",59239,48,33284,2021
14777,"Hereford city, Texas",49070,48,33320,2021
14778,"Hermleigh CDP, Texas",39167,48,33356,2021
14779,"Hewitt city, Texas",72395,48,33428,2021
14780,"Hickory Creek town, Texas",128529,48,33476,2021
14781,"Hico city, Texas",32813,48,33548,2021
14782,"Hidalgo city, Texas",39504,48,33560,2021
14783,"Hideaway city, Texas",88516,48,33578,2021
14784,"Higgins city, Texas",63750,48,33608,2021
14785,"Highland Haven city, Texas",67500,48,33794,2021
14786,"Highland Park town, Texas",234427,48,33824,2021
14787,"Highlands CDP, Texas",61766,48,33836,2021
14788,"Highland Village city, Texas",151951,48,33848,2021
14789,"Hill Country Village city, Texas",225000,48,33968,2021
14790,"Hillcrest village, Texas",110972,48,33980,2021
14791,"Hillsboro city, Texas",48281,48,34088,2021
14792,"Hillside Acres CDP, Texas",-666666666,48,34105,2021
14793,"Hilltop CDP (Frio County), Texas",-666666666,48,34130,2021
14794,"Hilltop CDP (Starr County), Texas",-666666666,48,34133,2021
14795,"Hilltop Lakes CDP, Texas",64615,48,34136,2021
14796,"Hilshire Village city, Texas",230114,48,34148,2021
14797,"Hitchcock city, Texas",62851,48,34220,2021
14798,"Holiday Beach CDP, Texas",-666666666,48,34478,2021
14799,"Holiday Lakes town, Texas",36875,48,34502,2021
14800,"Holland town, Texas",58850,48,34508,2021
14801,"Holliday city, Texas",55529,48,34532,2021
14802,"Holly Lake Ranch CDP, Texas",61531,48,34586,2021
14803,"Hollywood Park town, Texas",134238,48,34628,2021
14804,"Homestead Meadows North CDP, Texas",50114,48,34671,2021
14805,"Homestead Meadows South CDP, Texas",39824,48,34673,2021
14806,"Hondo city, Texas",53603,48,34676,2021
14807,"Honey Grove city, Texas",44514,48,34700,2021
14808,"Hooks city, Texas",51734,48,34736,2021
14809,"Horizon City city, Texas",60891,48,34832,2021
14810,"Hornsby Bend CDP, Texas",66766,48,34856,2021
14811,"Horseshoe Bay city, Texas",83239,48,34862,2021
14812,"Horseshoe Bend CDP, Texas",-666666666,48,34865,2021
14813,"Houston city, Texas",56019,48,35000,2021
14814,"Howardwick city, Texas",58750,48,35072,2021
14815,"Howe town, Texas",60536,48,35084,2021
14816,"Hubbard city, Texas",32708,48,35180,2021
14817,"Huckabay CDP, Texas",73214,48,35204,2021
14818,"Hudson city, Texas",45520,48,35228,2021
14819,"Hudson Bend CDP, Texas",110568,48,35253,2021
14820,"Hudson Oaks city, Texas",110833,48,35254,2021
14821,"Hughes Springs city, Texas",43500,48,35300,2021
14822,"Hull CDP, Texas",-666666666,48,35324,2021
14823,"Humble city, Texas",57522,48,35348,2021
14824,"Hungerford CDP, Texas",-666666666,48,35420,2021
14825,"Hunters Creek Village city, Texas",250001,48,35480,2021
14826,"Huntington city, Texas",41042,48,35492,2021
14827,"Huntsville city, Texas",35615,48,35528,2021
14828,"Hurst city, Texas",67063,48,35576,2021
14829,"Hutchins city, Texas",40129,48,35612,2021
14830,"Hutto city, Texas",94807,48,35624,2021
14831,"Huxley city, Texas",58250,48,35636,2021
14832,"Iago CDP, Texas",-666666666,48,35684,2021
14833,"Idalou city, Texas",51827,48,35732,2021
14834,"Iglesia Antigua CDP, Texas",-666666666,48,35754,2021
14835,"Impact town, Texas",-666666666,48,35816,2021
14836,"Imperial CDP, Texas",-666666666,48,35828,2021
14837,"Indian Hills CDP, Texas",25015,48,35915,2021
14838,"Indian Lake town, Texas",31250,48,35918,2021
14839,"Indian Springs CDP, Texas",44234,48,35954,2021
14840,"Indio CDP, Texas",-666666666,48,35966,2021
14841,"Industry city, Texas",71786,48,35984,2021
14842,"Inez CDP, Texas",76172,48,35996,2021
14843,"Ingleside city, Texas",63639,48,36008,2021
14844,"Ingleside on the Bay city, Texas",84115,48,36020,2021
14845,"Ingram city, Texas",44938,48,36032,2021
14846,"Iola city, Texas",52813,48,36068,2021
14847,"Iowa Colony village, Texas",93732,48,36092,2021
14848,"Iowa Park city, Texas",56517,48,36104,2021
14849,"Iraan city, Texas",60089,48,36128,2021
14850,"Iredell city, Texas",35972,48,36140,2021
14851,"Irving city, Texas",69961,48,37000,2021
14852,"Italy town, Texas",51799,48,37072,2021
14853,"Itasca city, Texas",42059,48,37084,2021
14854,"Ivanhoe city, Texas",47969,48,37112,2021
14855,"Jacinto City city, Texas",46582,48,37156,2021
14856,"Jacksboro city, Texas",36855,48,37168,2021
14857,"Jacksonville city, Texas",44223,48,37216,2021
14858,"Jamaica Beach city, Texas",78875,48,37252,2021
14859,"Jardin de San Julian CDP, Texas",-666666666,48,37390,2021
14860,"Jarrell city, Texas",89712,48,37396,2021
14861,"Jasper city, Texas",36202,48,37420,2021
14862,"Jayton city, Texas",62927,48,37468,2021
14863,"Jefferson city, Texas",43247,48,37528,2021
14864,"Jersey Village city, Texas",83877,48,37612,2021
14865,"Jewett city, Texas",36250,48,37648,2021
14866,"J.F. Villareal CDP, Texas",-666666666,48,37665,2021
14867,"Joaquin city, Texas",30865,48,37684,2021
14868,"Johnson City city, Texas",46667,48,37780,2021
14869,"Jolly city, Texas",62000,48,37924,2021
14870,"Jones Creek village, Texas",65063,48,37984,2021
14871,"Jonestown city, Texas",96125,48,38020,2021
14872,"Josephine city, Texas",73547,48,38068,2021
14873,"Joshua city, Texas",62203,48,38080,2021
14874,"Jourdanton city, Texas",70404,48,38116,2021
14875,"Juarez CDP, Texas",-666666666,48,38168,2021
14876,"Junction city, Texas",50196,48,38248,2021
14877,"Justin city, Texas",97869,48,38332,2021
14878,"Karnes City city, Texas",49459,48,38452,2021
14879,"Katy city, Texas",115250,48,38476,2021
14880,"Kaufman city, Texas",52019,48,38488,2021
14881,"K-Bar Ranch CDP, Texas",-666666666,48,38518,2021
14882,"Keene city, Texas",46497,48,38548,2021
14883,"Keller city, Texas",149822,48,38632,2021
14884,"Kemah city, Texas",94286,48,38776,2021
14885,"Kemp city, Texas",46944,48,38788,2021
14886,"Kempner city, Texas",66971,48,38800,2021
14887,"Kendleton city, Texas",41250,48,38848,2021
14888,"Kenedy city, Texas",29426,48,38860,2021
14889,"Kenefick town, Texas",65917,48,38872,2021
14890,"Kennard city, Texas",47708,48,38884,2021
14891,"Kennedale city, Texas",102217,48,38896,2021
14892,"Kerens city, Texas",41136,48,38992,2021
14893,"Kermit city, Texas",63871,48,39004,2021
14894,"Kerrville city, Texas",53644,48,39040,2021
14895,"Kilgore city, Texas",53849,48,39124,2021
14896,"Killeen city, Texas",52072,48,39148,2021
14897,"Kingsbury city, Texas",63281,48,39292,2021
14898,"Kingsland CDP, Texas",51270,48,39304,2021
14899,"Kingsville city, Texas",48715,48,39352,2021
14900,"Kirby city, Texas",48657,48,39448,2021
14901,"Kirbyville city, Texas",26708,48,39460,2021
14902,"Kirvin town, Texas",43750,48,39520,2021
14903,"Knippa CDP, Texas",65221,48,39664,2021
14904,"Knollwood city, Texas",37500,48,39680,2021
14905,"Knox City town, Texas",35625,48,39700,2021
14906,"Kopperl CDP, Texas",97778,48,39784,2021
14907,"Kosse town, Texas",59514,48,39844,2021
14908,"Kountze city, Texas",58578,48,39868,2021
14909,"Kress city, Texas",42823,48,39904,2021
14910,"Krugerville city, Texas",107875,48,39916,2021
14911,"Krum city, Texas",85089,48,39928,2021
14912,"Kurten town, Texas",47132,48,39940,2021
14913,"Kyle city, Texas",80622,48,39952,2021
14914,"La Blanca CDP, Texas",-666666666,48,39988,2021
14915,"La Carla CDP, Texas",-666666666,48,39994,2021
14916,"La Casita CDP, Texas",-666666666,48,40000,2021
14917,"La Chuparosa CDP, Texas",-666666666,48,40018,2021
14918,"Lackland AFB CDP, Texas",83938,48,40036,2021
14919,"La Coma CDP, Texas",-666666666,48,40100,2021
14920,"La Coma Heights CDP, Texas",-666666666,48,40104,2021
14921,"LaCoste city, Texas",76161,48,40108,2021
14922,"Lacy-Lakeview city, Texas",39234,48,40168,2021
14923,"Ladonia town, Texas",47917,48,40180,2021
14924,"La Escondida CDP, Texas",-666666666,48,40186,2021
14925,"La Esperanza CDP, Texas",-666666666,48,40188,2021
14926,"La Feria city, Texas",35722,48,40204,2021
14927,"La Feria North CDP, Texas",-666666666,48,40210,2021
14928,"Lago CDP, Texas",-666666666,48,40258,2021
14929,"Lago Vista CDP, Texas",-666666666,48,40262,2021
14930,"Lago Vista city, Texas",92667,48,40264,2021
14931,"La Grange city, Texas",48527,48,40276,2021
14932,"La Grulla city, Texas",36058,48,40288,2021
14933,"Laguna Heights CDP, Texas",26628,48,40300,2021
14934,"Laguna Park CDP, Texas",71250,48,40312,2021
14935,"Laguna Seca CDP, Texas",66875,48,40320,2021
14936,"Laguna Vista town, Texas",51823,48,40336,2021
