,NAME,Total_Pop,Hispanic_or_Latino,White_alone,Black_alone,Asian_alone,state,place,year
9303,"J.F. Villareal CDP, Texas",0,0,0,0,0,48,37665,2018
9304,"Briarcliff village, Texas",1576,195,1480,0,3,48,10197,2018
9305,"West Lake Hills city, Texas",3314,423,3042,1,177,48,77632,2018
9306,"Encino CDP, Texas",44,44,44,0,0,48,24252,2018
9307,"Earth city, Texas",1099,525,1061,38,0,48,21928,2018
9308,"Weinert city, Texas",240,50,232,0,0,48,77044,2018
9309,"Bacliff CDP, Texas",10649,4376,8998,201,348,48,05180,2018
9310,"Tierra Grande CDP, Texas",466,231,466,0,0,48,72952,2018
9311,"Buna CDP, Texas",1891,19,1729,80,0,48,11236,2018
9312,"Evadale CDP, Texas",1887,185,1773,0,21,48,24840,2018
9313,"Laredo city, Texas",257575,245676,245632,1134,1361,48,41464,2018
9314,"Richland Springs town, Texas",281,20,278,0,0,48,61880,2018
9315,"Kress city, Texas",808,626,716,36,3,48,39904,2018
9316,"Merkel town, Texas",2614,432,2442,28,6,48,47796,2018
9317,"Mustang Ridge city, Texas",1185,719,1039,24,0,48,50200,2018
9318,"Dodson town, Texas",158,127,62,0,0,48,20716,2018
9319,"Venus town, Texas",3488,703,2762,537,22,48,75236,2018
9320,"Bronte town, Texas",945,342,782,0,6,48,10528,2018
9321,"Markham CDP, Texas",1469,790,947,141,0,48,46716,2018
9322,"Palacios city, Texas",4629,2795,3415,204,544,48,54684,2018
9323,"Corsicana city, Texas",23736,8476,15108,4766,288,48,17060,2018
9324,"Frost city, Texas",755,167,631,43,0,48,27768,2018
9325,"Navarro town, Texas",193,23,186,0,0,48,50448,2018
9326,"Sinton city, Texas",5556,4235,5077,164,148,48,68036,2018
9327,"Taft city, Texas",3012,2451,2597,46,0,48,71684,2018
9328,"Breckenridge city, Texas",5479,1866,4864,119,23,48,10132,2018
9329,"Pecos city, Texas",9814,7405,7325,297,187,48,56516,2018
9330,"Palmer town, Texas",2053,725,1701,39,2,48,54744,2018
9331,"New Home city, Texas",743,379,646,1,0,48,51012,2018
9332,"Vidor city, Texas",10805,684,10476,57,0,48,75476,2018
9333,"Carrizo Springs city, Texas",5676,5172,5420,0,18,48,12988,2018
9334,"Catarina CDP, Texas",162,134,162,0,0,48,13324,2018
9335,"Godley city, Texas",1142,163,1132,0,0,48,29972,2018
9336,"Lago Vista CDP, Texas",39,39,39,0,0,48,40262,2018
9337,"Ranchitos del Norte CDP, Texas",1083,1083,898,0,0,48,60478,2018
9338,"San Elizario city, Texas",9197,9086,5956,0,28,48,65360,2018
9339,"Sandy Oaks city, Texas",4396,3576,3653,156,0,48,65344,2018
9340,"Niederwald city, Texas",505,249,428,12,4,48,51492,2018
9341,"Westworth Village city, Texas",2653,759,2314,96,38,48,78076,2018
9342,"Aurora city, Texas",1498,287,1414,0,24,48,04672,2018
9343,"Scurry town, Texas",505,24,438,14,0,48,66368,2018
9344,"Roscoe city, Texas",1378,773,1263,0,9,48,63176,2018
9345,"Hermleigh CDP, Texas",503,222,478,5,0,48,33356,2018
9346,"Alvarado city, Texas",4044,822,3668,148,0,48,02260,2018
9347,"Burleson city, Texas",44629,5203,40095,1829,642,48,11428,2018
9348,"Eidson Road CDP, Texas",9531,9522,9305,0,0,48,22810,2018
9349,"El Indio CDP, Texas",23,23,23,0,0,48,23080,2018
9350,"Kerens city, Texas",1735,164,1372,341,0,48,38992,2018
9351,"Snyder city, Texas",11456,5175,10189,436,49,48,68624,2018
9352,"Denver City town, Texas",4874,3594,4711,25,0,48,19984,2018
9353,"Gonzales city, Texas",7520,4226,4152,894,33,48,30116,2018
9354,"Nixon city, Texas",2987,2477,1632,74,0,48,51588,2018
9355,"Smiley city, Texas",608,407,312,0,0,48,68300,2018
9356,"Roaring Springs town, Texas",186,0,177,0,0,48,62528,2018
9357,"Prado Verde CDP, Texas",243,222,96,0,0,48,59210,2018
9358,"Colorado City city, Texas",3983,1908,3580,132,11,48,16120,2018
9359,"Benbrook city, Texas",22961,2759,20062,1348,392,48,07552,2018
9360,"Fort Worth city, Texas",855786,299625,548241,162436,35684,48,27000,2018
9361,"Hico city, Texas",1518,299,1356,18,11,48,33548,2018
9362,"Pecan Plantation CDP, Texas",5987,112,5948,0,17,48,56498,2018
9363,"Forsan city, Texas",224,76,203,0,0,48,26640,2018
9364,"Easton city, Texas",373,120,168,198,0,48,22192,2018
9365,"Mansfield city, Texas",67492,12002,46464,12071,2937,48,46452,2018
9366,"Groves city, Texas",15760,4004,14102,584,445,48,31328,2018
9367,"Nederland city, Texas",17371,2445,15962,591,431,48,50580,2018
9368,"Seven Oaks city, Texas",74,0,17,57,0,48,66884,2018
9369,"Cross Timber town, Texas",356,42,350,0,0,48,17917,2018
9370,"Avery town, Texas",518,74,501,0,0,48,05072,2018
9371,"Crowley city, Texas",15189,3288,11768,2493,68,48,17960,2018
9372,"Joshua city, Texas",7106,1071,6532,101,18,48,38080,2018
9373,"Robert Lee city, Texas",1134,252,1006,0,0,48,62564,2018
9374,"Bay City city, Texas",17681,8887,11658,2448,124,48,05984,2018
9375,"Mildred town, Texas",474,50,397,0,2,48,48372,2018
9376,"Clarksville city, Texas",3198,206,1610,1436,0,48,15160,2018
9377,"Detroit town, Texas",921,33,661,201,0,48,20128,2018
9378,"Meadows Place city, Texas",4677,765,2774,294,1264,48,47337,2018
9379,"Teague city, Texas",3533,828,2957,437,20,48,72020,2018
9380,"Conroe city, Texas",80893,26638,67900,6326,2094,48,16432,2018
9381,"Panorama Village city, Texas",3179,387,3078,52,3,48,55008,2018
9382,"Splendora city, Texas",1850,242,1818,8,0,48,69548,2018
9383,"Circle D-KC Estates CDP, Texas",2674,447,2631,0,0,48,14986,2018
9384,"Christine town, Texas",300,223,290,0,0,48,14860,2018
9385,"Bloomburg town, Texas",562,32,464,60,8,48,08752,2018
9386,"Domino town, Texas",107,0,31,62,0,48,20848,2018
9387,"McLean town, Texas",962,85,908,2,0,48,45780,2018
9388,"Panhandle town, Texas",2728,280,2596,72,11,48,54960,2018
9389,"Thorndale city, Texas",1252,358,1132,80,0,48,72776,2018
9390,"Schulenburg city, Texas",2893,768,2419,419,24,48,66188,2018
9391,"South Fork Estates CDP, Texas",58,58,58,0,0,48,68966,2018
9392,"Rockdale city, Texas",5554,1792,4708,713,11,48,62672,2018
9393,"Bellmead city, Texas",10431,4222,8108,1494,48,48,07408,2018
9394,"Crawford town, Texas",732,61,620,94,0,48,17564,2018
9395,"Lacy-Lakeview city, Texas",6629,1739,4534,1462,178,48,40168,2018
9396,"Lorena city, Texas",2026,234,1845,11,93,48,44020,2018
9397,"McGregor city, Texas",5093,2020,4369,440,0,48,45672,2018
9398,"Heath city, Texas",8410,591,7574,109,389,48,32984,2018
9399,"Albany city, Texas",1840,268,1742,3,7,48,01648,2018
9400,"Barstow city, Texas",522,455,508,0,0,48,05720,2018
9401,"Nazareth city, Texas",300,20,290,0,3,48,50496,2018
9402,"Milford town, Texas",732,103,520,142,0,48,48408,2018
9403,"Balmorhea city, Texas",609,491,431,0,0,48,05468,2018
9404,"Texhoma city, Texas",350,67,323,0,0,48,72464,2018
9405,"Trinity city, Texas",2754,653,1944,640,5,48,73664,2018
9406,"Burkburnett city, Texas",11170,1086,9752,447,151,48,11368,2018
9407,"Portland city, Texas",16865,6586,15829,140,259,48,58904,2018
9408,"Lincoln Park town, Texas",78,0,78,0,0,48,42808,2018
9409,"Gladewater city, Texas",6085,1044,4710,1142,71,48,29660,2018
9410,"Warren City city, Texas",362,48,309,43,0,48,76576,2018
9411,"La Paloma-Lost Creek CDP, Texas",586,426,582,0,0,48,41422,2018
9412,"Sandy Hollow-Escondidas CDP, Texas",301,97,301,0,0,48,65342,2018
9413,"Arroyo Colorado Estates CDP, Texas",567,567,530,0,0,48,04174,2018
9414,"Bixby CDP, Texas",471,458,369,0,0,48,08410,2018
9415,"Lasana CDP, Texas",137,120,137,0,0,48,41542,2018
9416,"Diboll city, Texas",5308,2342,3378,1038,23,48,20308,2018
9417,"Highland Village city, Texas",16342,1410,14292,593,783,48,33848,2018
9418,"Justin city, Texas",3660,169,3432,33,10,48,38332,2018
9419,"Krum city, Texas",4973,1025,4464,73,44,48,39928,2018
9420,"Lake Dallas city, Texas",7832,1957,7068,303,112,48,40516,2018
9421,"Oak Point city, Texas",3878,488,3392,127,103,48,53130,2018
9422,"Ponder town, Texas",1973,284,1716,147,16,48,58664,2018
9423,"Hardin city, Texas",734,36,677,0,0,48,32240,2018
9424,"Pottsboro town, Texas",2452,188,2255,0,0,48,59132,2018
9425,"Fairview town, Texas",8665,322,7009,915,500,48,25224,2018
9426,"Frisco city, Texas",165700,18302,111424,13045,31197,48,27684,2018
9427,"Holland town, Texas",1339,339,1192,40,3,48,34508,2018
9428,"Brundage CDP, Texas",0,0,0,0,0,48,10852,2018
9429,"Hart city, Texas",1172,1023,1119,16,5,48,32576,2018
9430,"Bridge City city, Texas",8004,210,7794,48,34,48,10252,2018
9431,"Thorntonville town, Texas",601,206,460,91,0,48,72800,2018
9432,"Alma town, Texas",359,132,333,0,0,48,02044,2018
9433,"Waxahachie city, Texas",34285,8695,26451,4526,252,48,76816,2018
9434,"Pine Forest city, Texas",709,94,702,0,0,48,57524,2018
9435,"Marfa city, Texas",1788,1308,1714,0,2,48,46620,2018
9436,"Wichita Falls city, Texas",104494,22556,78353,13077,2759,48,79000,2018
9437,"Wink city, Texas",739,236,720,5,0,48,79768,2018
9438,"Carrizo Hill CDP, Texas",965,965,597,0,0,48,12982,2018
9439,"Ladonia town, Texas",675,0,469,171,6,48,40180,2018
9440,"Fifth Street CDP, Texas",2047,1995,1018,41,0,48,25795,2018
9441,"Pecan Grove CDP, Texas",16651,3900,14055,1123,617,48,56482,2018
9442,"Pleak village, Texas",1475,717,1206,96,22,48,58088,2018
9443,"Beach City city, Texas",2620,223,2467,115,0,48,06200,2018
9444,"Oak Ridge North city, Texas",3136,338,2960,49,72,48,53190,2018
9445,"Pinehurst CDP, Texas",6157,2574,5608,0,38,48,57596,2018
9446,"Stagecoach town, Texas",653,98,577,0,0,48,69932,2018
9447,"Runge town, Texas",1040,834,712,4,0,48,63788,2018
9448,"Mountain City city, Texas",732,278,686,8,13,48,49600,2018
9449,"Granbury city, Texas",9593,917,8690,207,285,48,30416,2018
9450,"Hooks city, Texas",2747,145,2172,453,10,48,34736,2018
9451,"San Patricio city, Texas",368,128,359,0,0,48,65612,2018
9452,"Bullard town, Texas",3039,387,2743,150,0,48,11212,2018
9453,"Windom town, Texas",174,6,168,0,0,48,79684,2018
9454,"Coffee City town, Texas",264,8,203,39,7,48,15820,2018
9455,"Trinidad city, Texas",954,61,729,170,0,48,73652,2018
9456,"New Berlin city, Texas",689,82,648,0,0,48,50796,2018
9457,"Indian Hills CDP, Texas",2959,2920,1804,0,0,48,35915,2018
9458,"La Homa CDP, Texas",12054,11567,11697,10,0,48,40342,2018
9459,"Mila Doce CDP, Texas",6394,6390,4526,60,0,48,48320,2018
9460,"Olivarez CDP, Texas",4246,4176,3019,10,57,48,53934,2018
9461,"Pilot Point city, Texas",4292,924,3975,41,0,48,57476,2018
9462,"Corpus Christi city, Texas",324692,204187,289952,13446,7258,48,17000,2018
9463,"North San Pedro CDP, Texas",890,837,890,0,0,48,52404,2018
9464,"Cisco city, Texas",3766,667,3246,206,0,48,15004,2018
9465,"Carbon town, Texas",296,57,294,0,0,48,12736,2018
9466,"Nesbitt town, Texas",117,1,92,25,0,48,50724,2018
9467,"Gruver city, Texas",1380,839,1185,0,0,48,31412,2018
9468,"Santa Maria CDP, Texas",732,732,636,0,0,48,65744,2018
9469,"Falcon Lake Estates CDP, Texas",995,890,968,0,0,48,25348,2018
9470,"Cranfills Gap city, Texas",368,116,316,6,0,48,17540,2018
9471,"Morgan city, Texas",509,308,446,4,0,48,49356,2018
9472,"Eagle Pass city, Texas",29151,27719,27138,136,255,48,21892,2018
9473,"Blessing CDP, Texas",660,386,616,0,0,48,08668,2018
9474,"Powell town, Texas",93,20,66,17,0,48,59168,2018
9475,"Annona town, Texas",358,102,152,159,2,48,03360,2018
9476,"Pyote town, Texas",126,26,99,0,0,48,59996,2018
9477,"Plantersville city, Texas",528,54,353,175,0,48,58040,2018
9478,"Cameron Park CDP, Texas",6226,5866,6014,20,9,48,12045,2018
9479,"Combes town, Texas",3031,2634,2867,19,21,48,16204,2018
9480,"Laguna Vista town, Texas",3171,1468,3059,13,31,48,40336,2018
9481,"San Pedro CDP, Texas",334,325,329,0,0,48,65620,2018
9482,"Cleveland city, Texas",7998,2610,5439,1456,3,48,15436,2018
9483,"Bells town, Texas",1385,143,1223,17,3,48,07420,2018
9484,"Collinsville town, Texas",1653,109,1587,4,0,48,16036,2018
9485,"Denison city, Texas",23820,2457,19917,1999,305,48,19900,2018
9486,"Howe town, Texas",2945,308,2720,6,101,48,35084,2018
9487,"Tom Bean city, Texas",1155,97,1059,14,8,48,73328,2018
9488,"Ransom Canyon town, Texas",1056,105,1011,0,11,48,60672,2018
9489,"Wolfforth city, Texas",4582,1272,3898,81,20,48,79972,2018
9490,"Anna city, Texas",12271,2229,9774,1287,878,48,03300,2018
9491,"Farmersville city, Texas",3469,135,3029,330,37,48,25488,2018
9492,"Lowry Crossing city, Texas",1502,176,1379,35,25,48,44308,2018
9493,"Retreat town, Texas",440,75,394,34,0,48,61616,2018
9494,"Barry city, Texas",261,66,227,7,0,48,05708,2018
9495,"Dawson town, Texas",900,202,790,35,5,48,19420,2018
9496,"Goodlow city, Texas",140,0,8,128,0,48,30188,2018
9497,"Miles city, Texas",988,385,979,0,0,48,48396,2018
9498,"Winters city, Texas",2866,1383,2719,41,12,48,79876,2018
9499,"Tenaha town, Texas",1402,451,768,627,0,48,72188,2018
9500,"Linden city, Texas",2088,87,1558,467,20,48,42844,2018
9501,"Lefors town, Texas",637,83,524,2,39,48,42148,2018
9502,"Meridian city, Texas",1621,425,1499,58,31,48,47760,2018
9503,"Marlin city, Texas",5653,1679,3043,2466,18,48,46740,2018
9504,"Graham city, Texas",8746,1701,8177,220,85,48,30392,2018
9505,"Pharr city, Texas",77835,73223,72286,56,298,48,57200,2018
9506,"McAllen city, Texas",141597,120819,110980,1527,3650,48,45384,2018
9507,"Muniz CDP, Texas",1443,1443,1336,0,0,48,50058,2018
9508,"Mercedes city, Texas",16648,15669,14409,26,0,48,47700,2018
9509,"Relampago CDP, Texas",325,255,325,0,0,48,61532,2018
9510,"Lampasas city, Texas",7611,2017,6644,325,140,48,41188,2018
9511,"Stanton city, Texas",2937,1622,2397,48,0,48,70040,2018
9512,"Jolly city, Texas",183,4,176,0,0,48,37924,2018
9513,"Italy town, Texas",1858,547,1447,172,0,48,37072,2018
9514,"Rose City city, Texas",419,32,412,0,2,48,63200,2018
9515,"Graford city, Texas",709,116,678,0,4,48,30380,2018
9516,"Presidio city, Texas",4067,3891,3887,0,52,48,59396,2018
9517,"Redford CDP, Texas",105,105,105,0,0,48,61076,2018
9518,"Austwell city, Texas",120,40,109,0,0,48,05036,2018
9519,"Prairie View city, Texas",6337,308,292,5788,47,48,59336,2018
9520,"Electra city, Texas",2721,338,2323,74,0,48,22984,2018
9521,"Iowa Park city, Texas",6350,404,6108,0,0,48,36104,2018
9522,"Scotland city, Texas",471,169,435,0,0,48,66284,2018
9523,"Windthorst town, Texas",334,102,305,0,0,48,79696,2018
9524,"Hereford city, Texas",14938,11535,13324,194,98,48,33320,2018
9525,"Damon CDP, Texas",269,66,269,0,0,48,19108,2018
9526,"Brookshire city, Texas",5199,2870,2246,1469,36,48,10636,2018
9527,"Pleasant Valley town, Texas",323,28,298,3,0,48,58400,2018
9528,"Cleburne city, Texas",29878,8615,27412,1101,243,48,15364,2018
9529,"Grandview city, Texas",2203,557,2061,57,11,48,30512,2018
9530,"Fritch city, Texas",2503,274,2232,9,14,48,27696,2018
9531,"Deport city, Texas",669,31,638,0,0,48,20020,2018
9532,"Wharton city, Texas",8718,3319,5768,2587,38,48,78136,2018
9533,"Bangs city, Texas",1470,276,1291,116,0,48,05552,2018
9534,"Anderson city, Texas",223,13,122,93,0,48,03192,2018
9535,"Aldine CDP, Texas",15822,13550,14588,264,271,48,01696,2018
9536,"Baytown city, Texas",76581,34156,52259,14565,1775,48,06128,2018
9537,"Bellaire city, Texas",18733,1450,13583,511,4210,48,07300,2018
9538,"Cloverleaf CDP, Texas",24953,17789,19966,2611,458,48,15628,2018
9539,"Hedwig Village city, Texas",2675,379,2152,55,338,48,33068,2018
9540,"Highlands CDP, Texas",7432,3244,6854,275,21,48,33836,2018
9541,"Lake Tanglewood village, Texas",791,48,746,1,20,48,40804,2018
9542,"Point Blank city, Texas",748,58,668,43,0,48,58556,2018
9543,"La Grulla city, Texas",1582,1582,1540,0,0,48,40288,2018
9544,"La Puerta CDP, Texas",520,520,484,0,0,48,41458,2018
9545,"Santa Cruz CDP, Texas",17,17,0,0,0,48,65708,2018
9546,"Leary city, Texas",619,3,571,27,0,48,42028,2018
9547,"Redwater city, Texas",1152,22,1100,39,0,48,61340,2018
9548,"Pasadena city, Texas",154193,106281,134834,4050,2625,48,56000,2018
9549,"Pearland city, Texas",117867,25866,73339,21024,16056,48,56348,2018
9550,"South Houston city, Texas",17627,15961,13491,141,76,48,69020,2018
9551,"Stafford city, Texas",18110,4162,6831,5670,3625,48,69908,2018
9552,"Myrtle Springs CDP, Texas",606,0,606,0,0,48,50232,2018
9553,"Narciso Pena CDP, Texas",0,0,0,0,0,48,50322,2018
9554,"Netos CDP, Texas",0,0,0,0,0,48,50742,2018
9555,"Nina CDP, Texas",20,20,20,0,0,48,51552,2018
9556,"Nocona Hills CDP, Texas",770,36,765,0,0,48,51654,2018
9557,"Oakhurst CDP, Texas",378,0,378,0,0,48,52992,2018
9558,"Oak Island CDP, Texas",379,0,139,42,198,48,53004,2018
9559,"Olivia Lopez de Gutierrez CDP, Texas",25,25,25,0,0,48,53946,2018
9560,"Olmito and Olmito CDP, Texas",336,336,336,0,0,48,53970,2018
9561,"Orason CDP, Texas",32,25,32,0,0,48,54186,2018
9562,"Owl Ranch CDP, Texas",112,112,112,0,0,48,54509,2018
9563,"Pablo Pena CDP, Texas",16,16,16,0,0,48,54558,2018
9564,"Paisano Park CDP, Texas",86,30,86,0,0,48,54666,2018
9565,"Palo Blanco CDP, Texas",80,80,80,0,0,48,54846,2018
9566,"Paloma Creek CDP, Texas",3340,246,1958,1056,0,48,54868,2018
9567,"Paloma Creek South CDP, Texas",6624,620,4680,1390,211,48,54872,2018
9568,"Port Arthur city, Texas",55249,18259,27650,21101,3740,48,58820,2018
9569,"Springtown city, Texas",2850,99,2764,18,5,48,69800,2018
9570,"Kemah city, Texas",2831,323,2377,131,164,48,38776,2018
9571,"San Leon CDP, Texas",5106,1297,3949,252,406,48,65564,2018
9572,"Santa Fe city, Texas",13241,1358,12623,35,35,48,65726,2018
9573,"Cactus city, Texas",3205,2430,2265,303,369,48,11692,2018
9574,"Snook city, Texas",576,81,415,108,0,48,68576,2018
9575,"Somerville city, Texas",1594,641,950,408,0,48,68720,2018
9576,"Sunray city, Texas",1976,909,1814,0,2,48,71180,2018
9577,"Waller city, Texas",2845,896,2114,260,44,48,76228,2018
9578,"Alice city, Texas",19146,16156,18054,183,251,48,01852,2018
9579,"Sunrise Beach Village city, Texas",943,34,920,4,0,48,71228,2018
9580,"Orange Grove city, Texas",1712,799,1650,50,0,48,54168,2018
9581,"Rancho Alegre CDP, Texas",1448,1406,1409,0,0,48,60518,2018
9582,"Westdale CDP, Texas",15,0,15,0,0,48,77422,2018
9583,"Munday city, Texas",1184,470,949,113,0,48,50040,2018
9584,"Gustine town, Texas",457,234,424,0,0,48,31628,2018
9585,"Stonewall CDP, Texas",626,337,402,30,0,48,70460,2018
9586,"Memphis city, Texas",2259,845,1838,142,9,48,47616,2018
9587,"Turkey city, Texas",320,100,273,17,0,48,73964,2018
9588,"The Woodlands CDP, Texas",109843,17852,93689,4738,6203,48,72656,2018
9589,"Hidalgo city, Texas",13760,13706,8529,1,0,48,33560,2018
9590,"Tomball city, Texas",11644,3091,10193,638,387,48,73316,2018
9591,"Woodloch town, Texas",216,43,208,8,0,48,80144,2018
9592,"Elgin city, Texas",9616,4205,5013,2179,35,48,23044,2018
9593,"Smithville city, Texas",4256,660,3073,688,41,48,68456,2018
9594,"Piney Point Village city, Texas",3419,360,2889,20,420,48,57800,2018
9595,"Shoreacres city, Texas",1630,255,1430,23,10,48,67688,2018
9596,"Llano city, Texas",3429,910,2605,18,0,48,43144,2018
9597,"Harper CDP, Texas",1012,212,972,0,0,48,32456,2018
9598,"Estelline town, Texas",100,36,75,22,0,48,24636,2018
9599,"Patton Village city, Texas",1491,697,1321,7,0,48,56156,2018
9600,"Providence Village town, Texas",7053,1416,6100,609,116,48,59748,2018
9601,"Sandy Point city, Texas",114,18,83,29,0,48,65345,2018
9602,"El Chaparral CDP, Texas",375,368,342,0,0,48,22920,2018
9603,"Elias-Fela Solis CDP, Texas",8,8,8,0,0,48,23062,2018
9604,"El Mesquite CDP, Texas",0,0,0,0,0,48,23278,2018
9605,"Elmo CDP, Texas",1351,38,1051,300,0,48,23356,2018
9606,"Oakwood town, Texas",765,36,535,194,1,48,53232,2018
9607,"Fort Davis CDP, Texas",1029,599,995,0,22,48,26688,2018
9608,"Porter Heights CDP, Texas",1206,149,1150,34,0,48,58850,2018
9609,"Rollingwood city, Texas",1569,111,1458,0,27,48,63008,2018
9610,"Miller's Cove town, Texas",209,139,78,0,0,48,48478,2018
9611,"Ramos CDP, Texas",406,406,385,0,0,48,60422,2018
9612,"Ranchitos East CDP, Texas",513,513,513,0,0,48,60480,2018
9613,"Rancho Viejo CDP, Texas",148,148,148,0,0,48,60554,2018
9614,"Palm Valley city, Texas",1706,631,1526,85,0,48,54798,2018
9615,"Port Isabel city, Texas",5057,3555,4674,0,53,48,58892,2018
9616,"Reid Hope King CDP, Texas",1081,1081,1057,0,0,48,61466,2018
9617,"Villa del Sol CDP, Texas",271,271,271,0,0,48,75554,2018
9618,"Nolanville city, Texas",5330,1229,3980,549,62,48,51708,2018
9619,"Columbus city, Texas",3612,1121,2487,513,3,48,16168,2018
9620,"Beverly Hills city, Texas",2398,1468,1760,272,0,48,08104,2018
9621,"Riesel city, Texas",1073,135,995,48,0,48,62108,2018
9622,"Dean city, Texas",490,15,461,0,10,48,19456,2018
9623,"Petrolia city, Texas",720,31,697,5,0,48,57044,2018
9624,"Goliad city, Texas",2084,1120,1403,204,31,48,30080,2018
9625,"Clear Lake Shores city, Texas",1140,114,1103,0,0,48,15328,2018
9626,"Plains town, Texas",1180,882,1136,12,5,48,57968,2018
9627,"Batesville CDP, Texas",1274,1265,1197,0,0,48,05924,2018
9628,"Trent town, Texas",324,38,282,32,0,48,73580,2018
9629,"Itasca city, Texas",1373,487,1048,181,0,48,37084,2018
9630,"New Braunfels city, Texas",74587,25324,67628,1502,1058,48,50820,2018
9631,"Schertz city, Texas",38991,12266,25965,4959,1449,48,66128,2018
9632,"Hillsboro city, Texas",8333,3336,6063,1526,98,48,34088,2018
9633,"Calvert city, Texas",1249,185,522,567,0,48,11992,2018
9634,"Van Horn town, Texas",1894,1534,1502,3,12,48,75032,2018
9635,"Port Mansfield CDP, Texas",88,13,88,0,0,48,58928,2018
9636,"Sun Valley city, Texas",72,61,58,0,0,48,71356,2018
9637,"Crosbyton city, Texas",1781,1054,1463,119,0,48,17768,2018
9638,"Carrollton city, Texas",133438,44077,93472,13304,19190,48,13024,2018
9639,"Caddo Mills city, Texas",1731,133,1451,107,5,48,11716,2018
